Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,1350,63.0,19.0,43.0,21.2,2.2,6,92.0,316.0,396.0,42.0,17687.0,67.0,3662.2,210.0,9.0,18.0,295.6,1
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,810,42.0,17.0,24.0,17.2,0.2,0,18.0,61.0,282.0,48.0,7222.3,45.0,1282.9,76.0,2.0,32.0,765.6,1
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,1710,65.0,17.0,48.0,16.9,-0.1,9,67.0,157.0,629.0,75.0,17432.8,87.0,2876.7,196.0,11.0,17.0,421.6,1
Yehvann Diouf,SEN,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,26,1890,114.0,41.0,73.0,34.0,-7.0,2,72.0,194.0,673.0,115.0,19107.6,76.0,3049.5,339.0,23.0,15.0,285.4,1
Yvon Mvogo,SUI,Lorient,French Ligue 1,GK,Goalkeeper,31,1170,44.0,20.0,26.0,16.2,-3.8,2,53.0,139.0,436.0,42.0,13507.2,43.0,2157.1,227.0,16.0,6.0,92.8,1
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,23,990,50.0,14.0,35.0,13.1,-0.9,3,99.0,250.0,355.0,43.0,14930.5,90.0,5502.6,166.0,11.0,18.0,420.3,1
Zlatan Alomerović,GER,AÉK Lárnaka,UEFA Europa Conference League,GK,Goalkeeper,34,450,12.0,1.0,11.0,2.0,1.0,4,21.0,68.0,117.0,20.0,4248.9,31.0,1448.1,79.0,6.0,6.0,155.8,1
Álex Remiro,ESP,Real Sociedad,Spanish La Liga,GK,Goalkeeper,30,1440,55.0,24.0,32.0,18.6,-5.4,1,94.0,210.0,482.0,58.0,15309.8,104.0,4788.3,176.0,11.0,27.0,581.7,1
Álvaro Vallés,ESP,Betis,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,28,1170,42.0,14.0,29.0,11.4,-2.6,5,33.0,130.0,376.0,43.0,12101.1,59.0,2206.7,166.0,5.0,20.0,364.4,1
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,35,360,16.0,7.0,9.0,6.3,-0.7,1,13.0,48.0,114.0,13.0,4025.7,16.0,897.9,51.0,0.0,5.0,94.9,1
Đorđe Petrović,SRB,Bournemouth,English Premier League,GK,Goalkeeper,26,1350,68.0,24.0,44.0,20.1,-3.9,5,52.0,173.0,370.0,75.0,11912.2,94.0,4431.8,188.0,19.0,24.0,377.2,1
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,34,1177,41.0,11.0,29.0,11.6,0.6,4,50.0,154.0,509.0,48.0,15786.0,63.0,2621.9,128.0,8.0,8.0,128.0,1
Žan Leban,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,23,450,34.0,7.0,27.0,8.1,1.1,1,12.0,39.0,150.0,26.0,4093.0,33.0,1103.0,75.0,5.0,4.0,66.4,1
