Player,Nationality,Team,League,Position,General Position,Age,Minutes,Shots on Target Against,Goals Against,Saves,Post-Shot Expected Goals (PSxG),Save Efficiency,Clean Sheets,Completed Long Passes,Attempted Long Passes,Attempted Passes (excluding GK),Attempted Throws,Pass Length (Total),Attempted Goal Kicks,Goal Kick Length (Total),Crosses Faced,Crosses Stopped,Defensive Actions Outside Penalty Area,Distance of Defensive Actions (Total),Matches
Matej Kovar,CZE,PSV Eindhoven,UEFA Champions League,GK,Goalkeeper,25,270,13.0,6.0,7.0,6.5,0.5,0,19.0,55,128.0,10.0,4641.8,12.0,568.2,37,2.0,3.0,50.9,1
Mateusz Kochalski,POL,Qarabağ,UEFA Champions League,GK,Goalkeeper,25,270,12.0,5.0,7.0,3.6,-1.4,1,19.0,64,101.0,10.0,3601.6,34.0,1912.7,46,1.0,5.0,109.5,1
Matheus,BRA,Red Star,UEFA Europa League,GK,Goalkeeper,33,180,10.0,3.0,7.0,3.9,0.9,0,11.0,21,51.0,5.0,1619.7,12.0,374.7,23,1.0,3.0,43.1,1
Mathew Ryan,AUS,Levante,Spanish La Liga,GK,Goalkeeper,33,630,35.0,12.0,23.0,11.4,-0.6,2,35.0,90,165.0,24.0,6061.4,57.0,2484.3,106,3.0,8.0,117.0,1
Mathias Dyngeland,NOR,Brann,UEFA Europa League,GK,Goalkeeper,29,180,6.0,2.0,4.0,2.3,0.3,1,12.0,32,93.0,3.0,3001.2,6.0,241.0,34,2.0,4.0,55.6,1
Mattia Perin,ITA,Juventus,UEFA Champions League,GK,Goalkeeper,32,90,6.0,2.0,4.0,1.6,-0.4,0,3.0,9,20.0,3.0,646.0,6.0,340.8,6,0.0,0.0,0.0,1
Matz Sels,BEL,Nott'ham Forest,"English Premier League, UEFA Europa League",GK,Goalkeeper,33,900,51.0,20.0,31.0,19.3,-0.7,0,27.0,102,222.0,39.0,7905.6,55.0,1508.9,139,2.0,9.0,166.4,1
Matías Dituro,ARG,Elche,Spanish La Liga,GK,Goalkeeper,38,450,16.0,5.0,11.0,4.3,-0.7,1,40.0,99,286.0,18.0,8823.2,22.0,1053.2,64,8.0,13.0,220.2,1
Michael Zetterer,GER,Eint Frankfurt,"German Bundesliga, UEFA Champions League",GK,Goalkeeper,30,450,36.0,11.0,25.0,10.5,-0.5,0,20.0,64,183.0,34.0,6101.8,19.0,740.3,65,1.0,7.0,106.4,1
Michele Di Gregorio,ITA,Juventus,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,28,810,36.0,12.0,24.0,11.5,-0.5,3,29.0,72,247.0,36.0,7413.1,31.0,1253.1,112,7.0,3.0,56.8,1
Mike Maignan,FRA,Milan,Italian Serie A,GK,Goalkeeper,30,505,16.0,4.0,12.0,6.7,2.7,2,15.0,49,184.0,27.0,5778.0,21.0,798.9,91,9.0,1.0,8.0,1
Mike Penders,BEL,Strasbourg,"French Ligue 1, UEFA Europa Conference League",GK,Goalkeeper,20,720,35.0,11.0,24.0,10.0,-1.0,3,26.0,67,340.0,21.0,8583.9,20.0,881.2,121,9.0,6.0,79.1,1
Mile Svilar,SRB,Roma,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,26,810,27.0,5.0,22.0,7.6,2.6,4,40.0,134,310.0,51.0,10336.5,69.0,3136.0,96,7.0,7.0,124.5,1
Mio Backhaus,GER,Werder Bremen,German Bundesliga,GK,Goalkeeper,21,450,27.0,12.0,16.0,9.8,-2.2,1,10.0,27,159.0,28.0,4208.9,21.0,749.7,86,8.0,5.0,70.9,1
Mirko Salvi,SUI,Basel,UEFA Europa League,GK,Goalkeeper,31,90,5.0,2.0,3.0,1.7,-0.3,0,1.0,3,20.0,4.0,572.0,2.0,66.0,13,0.0,2.0,63.0,1
Moritz Nicolas,GER,Gladbach,German Bundesliga,GK,Goalkeeper,27,630,34.0,15.0,19.0,12.0,-3.0,2,19.0,51,195.0,29.0,5151.4,21.0,763.2,81,5.0,11.0,223.8,1
Mory Diaw,SEN,Le Havre,French Ligue 1,GK,Goalkeeper,32,720,33.0,16.0,17.0,11.3,-4.7,1,38.0,104,255.0,41.0,7904.2,55.0,2171.1,118,16.0,11.0,161.4,1
Nauzet García,ESP,Red Imps,UEFA Europa Conference League,GK,Goalkeeper,31,90,10.0,5.0,5.0,4.1,-0.9,0,5.0,14,29.0,2.0,1070.1,4.0,140.0,17,1.0,2.0,29.6,1
Neofytos Michael,CYP,Pafos FC,UEFA Champions League,GK,Goalkeeper,31,270,20.0,5.0,15.0,5.8,0.8,2,9.0,59,93.0,16.0,3302.1,34.0,1932.6,69,1.0,3.0,51.0,1
Nick Pope,ENG,Newcastle Utd,"English Premier League, UEFA Champions League",GK,Goalkeeper,33,990,42.0,9.0,33.0,9.8,0.8,7,29.0,122,244.0,82.0,7985.3,70.0,3551.9,129,20.0,29.0,584.6,1
Nicola Leali,ITA,Genoa,Italian Serie A,GK,Goalkeeper,32,630,23.0,9.0,14.0,8.1,-0.9,2,25.0,89,165.0,15.0,5963.3,29.0,1282.9,74,1.0,8.0,174.0,1
Nikita Haikin,RUS,Bodø/Glimt,UEFA Champions League,GK,Goalkeeper,30,270,24.0,7.0,18.0,9.8,2.8,0,9.0,36,93.0,12.0,3057.0,9.0,455.1,60,4.0,0.0,0.0,1
Niklas Hedl,AUT,Rapid Wien,UEFA Europa Conference League,GK,Goalkeeper,24,90,9.0,4.0,4.0,3.7,-0.3,0,6.0,12,17.0,3.0,588.2,8.0,455.2,10,0.0,2.0,38.8,1
Nikola Vasilj,BIH,St. Pauli,German Bundesliga,GK,Goalkeeper,29,630,36.0,12.0,22.0,12.7,0.7,1,17.0,64,267.0,27.0,7565.5,6.0,152.0,47,6.0,8.0,126.8,1
Noah Atubolu,GER,Freiburg,"German Bundesliga, UEFA Europa League",GK,Goalkeeper,23,810,37.0,13.0,23.0,12.5,-0.5,2,70.0,201,368.0,25.0,13901.3,47.0,2761.7,119,6.0,11.0,226.3,1
Nordin Jackers,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,28,252,17.0,7.0,10.0,4.6,-2.4,0,20.0,61,125.0,15.0,4754.9,5.0,267.1,43,3.0,3.0,48.9,1
Obed Nkambadio,FRA,Paris FC,French Ligue 1,GK,Goalkeeper,22,630,30.0,13.0,16.0,11.2,-1.8,1,23.0,77,247.0,28.0,7303.7,50.0,1579.8,101,2.0,7.0,114.8,1
Odysseas Vlachodimos,GRE,Sevilla,Spanish La Liga,GK,Goalkeeper,31,450,30.0,7.0,23.0,8.9,1.9,1,30.0,71,148.0,27.0,5119.4,29.0,1302.2,67,2.0,4.0,48.5,1
Okan Kocuk,TUR,Samsunspor,UEFA Europa Conference League,GK,Goalkeeper,30,90,2.0,0.0,2.0,0.8,0.8,1,7.0,17,26.0,6.0,712.4,11.0,674.3,28,3.0,0.0,0.0,1
Oliver Baumann,GER,Hoffenheim,German Bundesliga,GK,Goalkeeper,35,630,31.0,12.0,19.0,10.6,-1.4,1,33.0,91,211.0,19.0,7174.4,28.0,1107.1,109,4.0,25.0,506.4,1
Oliver Christensen,DEN,Sturm Graz,UEFA Europa League,GK,Goalkeeper,26,180,15.0,3.0,13.0,3.4,0.4,0,7.0,24,47.0,8.0,1780.3,7.0,324.0,34,0.0,2.0,31.6,1
Pablo Cuñat,ESP,Levante,Spanish La Liga,GK,Goalkeeper,23,180,14.0,5.0,10.0,4.7,-0.3,0,11.0,37,45.0,14.0,1878.9,26.0,1250.8,46,2.0,1.0,9.9,1
Pau López,ESP,Betis,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,30,630,27.0,7.0,19.0,7.4,0.4,2,26.0,75,179.0,28.0,5713.2,46.0,2228.4,105,4.0,5.0,110.9,1
Paulo Gazzaniga,ARG,Girona,Spanish La Liga,GK,Goalkeeper,33,672,44.0,13.0,31.0,15.3,2.3,1,24.0,109,232.0,36.0,7963.9,41.0,2158.6,126,3.0,9.0,173.0,1
Pavlo Isenko,UKR,CS U Craiova,UEFA Europa Conference League,GK,Goalkeeper,22,90,10.0,2.0,8.0,1.3,-0.7,0,4.0,9,30.0,4.0,954.0,10.0,167.0,21,0.0,0.0,0.0,1
Peter Vindahl Jensen,DEN,Sparta Prague,UEFA Europa Conference League,GK,Goalkeeper,27,90,1.0,1.0,0.0,0.5,-0.5,0,3.0,3,44.0,2.0,1086.8,1.0,18.0,6,0.0,1.0,13.6,1
Philipp Köhn,SUI,Monaco,"French Ligue 1, UEFA Champions League",GK,Goalkeeper,27,732,37.0,15.0,23.0,13.2,-1.8,2,19.0,40,172.0,37.0,4614.7,38.0,1001.5,98,9.0,12.0,196.6,1
Pietro Terracciano,ITA,Milan,Italian Serie A,GK,Goalkeeper,35,125,4.0,0.0,4.0,0.2,0.2,2,7.0,9,30.0,5.0,919.2,6.0,260.0,19,1.0,0.0,0.0,1
Péter Gulácsi,HUN,RB Leipzig,German Bundesliga,GK,Goalkeeper,35,630,25.0,9.0,16.0,8.7,-0.3,3,20.0,73,232.0,28.0,6759.1,36.0,1712.0,115,6.0,9.0,160.7,1
Radosław Majecki,POL,Brest,French Ligue 1,GK,Goalkeeper,25,504,21.0,8.0,13.0,6.3,-3.0,2,40.0,99,154.0,20.0,6021.6,36.0,2099.4,87,7.0,2.0,32.8,1
Razvan Sava,ROU,Udinese,Italian Serie A,GK,Goalkeeper,23,540,21.0,9.0,12.0,6.9,-2.1,1,14.0,48,141.0,20.0,4172.9,31.0,1153.6,71,1.0,6.0,129.8,1
Remko Pasveer,NED,Ajax,UEFA Champions League,GK,Goalkeeper,41,90,10.0,5.0,5.0,3.4,-1.6,0,6.0,27,51.0,9.0,2055.3,7.0,399.7,17,1.0,0.0,0.0,1
Robert Sánchez,ESP,Chelsea,"English Premier League, UEFA Champions League",GK,Goalkeeper,27,814,29.0,10.0,20.0,9.6,-0.6,4,38.0,141,339.0,43.0,11607.3,39.0,2114.5,104,13.0,4.0,51.5,1
Robin Olsen,SWE,Malmö,UEFA Europa League,GK,Goalkeeper,35,180,14.0,5.0,9.0,4.3,-0.7,0,9.0,22,42.0,6.0,1672.2,12.0,417.2,26,0.0,0.0,0.0,1
Robin Risser,FRA,Lens,French Ligue 1,GK,Goalkeeper,20,720,27.0,7.0,20.0,7.6,0.6,2,33.0,88,207.0,25.0,6946.0,47.0,1981.9,107,5.0,6.0,132.6,1
Robin Roefs,NED,Sunderland,English Premier League,GK,Goalkeeper,22,720,32.0,6.0,25.0,8.8,2.8,4,39.0,142,259.0,23.0,9348.6,49.0,3209.9,138,12.0,11.0,206.2,1
Robin Zentner,GER,Mainz 05,"German Bundesliga, UEFA Europa Conference League",GK,Goalkeeper,30,516,19.0,6.0,13.0,4.9,-1.1,1,30.0,107,175.0,18.0,7048.7,41.0,2149.1,70,7.0,9.0,166.6,1
Roei Mashpati,ISR,Maccabi Tel Aviv,UEFA Europa League,GK,Goalkeeper,32,180,9.0,3.0,6.0,2.4,-0.6,1,4.0,9,80.0,6.0,1788.8,1.0,17.0,27,0.0,0.0,0.0,1
Rome-Jayden Owusu-Oduro,NED,AZ Alkmaar,UEFA Europa Conference League,GK,Goalkeeper,21,90,10.0,4.0,6.0,4.2,0.2,0,7.0,21,18.0,2.0,707.4,11.0,752.4,29,1.0,0.0,0.0,1
Rui Silva,POR,Sporting CP,UEFA Champions League,GK,Goalkeeper,31,180,6.0,3.0,3.0,1.8,-1.2,0,4.0,13,58.0,9.0,1502.2,6.0,149.0,15,2.0,3.0,51.9,1
Ruslan Neshcheret,UKR,Dynamo Kyiv,UEFA Europa Conference League,GK,Goalkeeper,23,90,7.0,2.0,5.0,1.3,-0.7,0,7.0,18,44.0,4.0,1504.8,6.0,304.2,15,1.0,0.0,0.0,1
Rémy Descamps,FRA,Lyon,French Ligue 1,GK,Goalkeeper,29,360,12.0,3.0,10.0,4.9,1.9,3,5.0,27,112.0,15.0,3177.3,13.0,503.0,59,2.0,3.0,47.2,1
Sam Johnstone,ENG,Wolves,English Premier League,GK,Goalkeeper,32,360,15.0,5.0,11.0,4.9,-0.1,0,36.0,105,150.0,25.0,6092.9,32.0,1657.6,89,4.0,6.0,94.8,1
Senne Lammens,BEL,Manchester Utd,English Premier League,GK,Goalkeeper,23,180,9.0,1.0,8.0,3.2,2.2,1,18.0,80,68.0,3.0,3679.6,25.0,1695.3,43,4.0,3.0,50.4,1
Sergio Herrera,ESP,Osasuna,Spanish La Liga,GK,Goalkeeper,32,810,45.0,9.0,36.0,13.0,4.0,2,60.0,133,220.0,47.0,7571.9,85.0,3772.4,141,6.0,18.0,379.2,1
Sergio Padt,NED,Ludogorets,UEFA Europa League,GK,Goalkeeper,35,180,7.0,3.0,5.0,1.6,-1.4,0,7.0,24,71.0,6.0,2246.2,5.0,129.9,27,3.0,3.0,44.9,1
Sherhan Kalmurza,KAZ,Qaırat Almaty,UEFA Champions League,GK,Goalkeeper,18,180,20.0,9.0,10.0,7.9,-1.1,0,9.0,28,41.0,10.0,1428.6,21.0,1020.1,24,2.0,2.0,30.0,1
Simon Mignolet,BEL,Club Brugge,UEFA Champions League,GK,Goalkeeper,37,18,1.0,0.0,0.0,0.7,0.0,0,3.0,5,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,1
Stefan Târnovanu,ROU,FCSB,UEFA Europa League,GK,Goalkeeper,25,180,16.0,2.0,14.0,3.3,1.3,1,15.0,36,46.0,11.0,1689.4,19.0,1089.0,33,2.0,0.0,0.0,1
Stefano Turati,ITA,Sassuolo,Italian Serie A,GK,Goalkeeper,23,90,4.0,2.0,2.0,1.2,-0.8,0,0.0,16,23.0,4.0,936.1,3.0,201.9,9,1.0,1.0,10.0,1
Sławomir Abramowicz,POL,Jagiellonia,UEFA Europa Conference League,GK,Goalkeeper,21,90,3.0,0.0,3.0,0.9,0.9,1,2.0,3,15.0,5.0,346.5,3.0,107.1,10,0.0,0.0,0.0,1
Temirlan Anarbekov,KAZ,Qaırat Almaty,UEFA Champions League,GK,Goalkeeper,22,90,5.0,0.0,5.0,2.3,2.3,1,3.0,4,11.0,2.0,330.0,4.0,102.0,6,0.0,0.0,0.0,1
Thibaut Courtois,BEL,Real Madrid,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,33,1080,36.0,10.0,26.0,7.6,-2.4,6,37.0,121,327.0,54.0,10892.3,50.0,2350.1,131,8.0,23.0,506.5,1
Thomas Strakosha,ALB,AEK Athens,UEFA Europa Conference League,GK,Goalkeeper,30,90,9.0,3.0,6.0,4.3,1.3,0,1.0,4,13.0,4.0,361.4,3.0,60.9,16,3.0,0.0,0.0,1
Théo De Percin,MTQ,Auxerre,French Ligue 1,GK,Goalkeeper,24,226,11.0,4.0,7.0,2.8,-1.2,0,16.0,52,73.0,6.0,3097.7,12.0,725.8,41,3.0,4.0,74.1,1
Timon Wellenreuther,GER,Feyenoord,UEFA Europa League,GK,Goalkeeper,29,180,5.0,3.0,2.0,1.6,-1.4,0,11.0,25,70.0,15.0,2431.1,3.0,126.0,22,1.0,1.0,29.5,1
Timothy Fayulu,NAN,FC Noah,UEFA Europa Conference League,GK,Goalkeeper,26,90,1.0,0.0,1.0,0.1,0.1,1,2.0,3,28.0,2.0,716.8,4.0,91.2,6,0.0,1.0,13.3,1
Unai Simón,ESP,Athletic Club,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,28,1080,48.0,16.0,33.0,13.7,-2.3,2,47.0,161,322.0,53.0,11277.5,50.0,2916.3,124,12.0,29.0,672.0,1
Uğurcan Çakır,TUR,Galatasaray,UEFA Champions League,GK,Goalkeeper,29,270,10.0,6.0,6.0,3.5,-2.5,1,24.0,62,100.0,8.0,4175.0,12.0,651.0,37,2.0,4.0,75.6,1
Vanja Milinković-Savić,SRB,Napoli,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,28,540,26.0,12.0,15.0,10.0,-2.0,0,39.0,94,185.0,24.0,6673.7,45.0,2286.3,77,9.0,7.0,122.7,1
Vasilios Barkas,GRE,Utrecht,UEFA Europa League,GK,Goalkeeper,31,180,7.0,2.0,5.0,2.0,0.0,0,16.0,39,63.0,3.0,2470.4,12.0,498.4,18,1.0,4.0,64.4,1
Vitezslav Jaros,CZE,Ajax,UEFA Champions League,GK,Goalkeeper,24,180,10.0,6.0,4.0,3.9,-2.1,0,6.0,21,87.0,8.0,2502.2,5.0,168.2,10,1.0,1.0,25.0,1
Wessel Speel,NED,Shelbourne FC,UEFA Europa Conference League,GK,Goalkeeper,23,90,3.0,0.0,3.0,0.6,0.6,1,4.0,18,22.0,2.0,902.0,9.0,498.6,13,1.0,0.0,0.0,1
Wladimiro Falcone,ITA,Lecce,Italian Serie A,GK,Goalkeeper,30,630,31.0,10.0,21.0,10.2,0.2,3,43.0,139,188.0,21.0,8190.1,24.0,1248.3,95,5.0,8.0,145.8,1
Wojciech Szczęsny,POL,Barcelona,"Spanish La Liga, UEFA Champions League",GK,Goalkeeper,35,450,20.0,9.0,11.0,8.4,-0.6,0,9.0,34,149.0,21.0,3862.1,26.0,624.7,49,2.0,14.0,341.4,1
Yann Sommer,SUI,Inter,"Italian Serie A, UEFA Champions League",GK,Goalkeeper,36,720,28.0,7.0,21.0,8.3,1.3,5,24.0,66,259.0,29.0,7444.2,38.0,1119.0,85,4.0,3.0,92.1,1
Yehvann Diouf,SEN,Nice,"French Ligue 1, UEFA Europa League",GK,Goalkeeper,25,900,51.0,18.0,32.0,16.8,-1.2,1,31.0,94,303.0,49.0,8637.9,38.0,1489.0,165,11.0,11.0,224.9,1
Yvon Mvogo,SUI,Lorient,French Ligue 1,GK,Goalkeeper,31,450,17.0,11.0,7.0,7.0,-4.0,0,19.0,53,158.0,16.0,4937.1,11.0,550.7,79,7.0,4.0,61.8,1
Zion Suzuki,JPN,Parma,Italian Serie A,GK,Goalkeeper,23,630,31.0,7.0,23.0,8.3,1.3,2,53.0,149,221.0,24.0,9029.9,57.0,3394.9,100,8.0,15.0,346.8,1
Zlatan Alomerović,GER,AÉK Lárnaka,UEFA Europa Conference League,GK,Goalkeeper,34,90,2.0,0.0,2.0,0.1,0.1,1,1.0,3,18.0,2.0,459.0,3.0,107.1,5,0.0,2.0,33.4,1
Álex Remiro,ESP,Real Sociedad,Spanish La Liga,GK,Goalkeeper,30,810,33.0,13.0,21.0,11.2,-1.8,1,48.0,98,249.0,30.0,7794.4,55.0,2270.9,90,2.0,21.0,420.9,1
Álvaro Vallés,ESP,Betis,"Spanish La Liga, UEFA Europa League",GK,Goalkeeper,28,360,14.0,5.0,10.0,2.7,-2.3,1,8.0,31,115.0,18.0,3360.3,24.0,866.2,53,1.0,7.0,92.8,1
Ørjan Nyland,NOR,Sevilla,Spanish La Liga,GK,Goalkeeper,35,360,16.0,7.0,9.0,6.3,-0.7,1,13.0,48,114.0,13.0,4025.7,16.0,897.9,51,0.0,5.0,94.9,1
Đorđe Petrović,SRB,Bournemouth,English Premier League,GK,Goalkeeper,26,720,34.0,11.0,23.0,11.7,0.7,3,32.0,104,193.0,42.0,6363.2,60.0,3149.3,102,13.0,18.0,280.6,1
Łukasz Skorupski,POL,Bologna,"Italian Serie A, UEFA Europa League",GK,Goalkeeper,34,720,26.0,7.0,18.0,7.4,0.4,2,36.0,91,336.0,36.0,10255.0,33.0,1232.8,78,5.0,5.0,76.6,1
Žan Leban,SVN,NK Celje,UEFA Europa Conference League,GK,Goalkeeper,23,90,5.0,1.0,4.0,1.1,0.1,0,1.0,6,31.0,4.0,781.2,3.0,123.9,10,0.0,3.0,53.4,1
