Player,Nation,General Position,Team,Age,Born,Matches Played,Starts,Minutes Played,Offensive Index,Passing Index,Possession Index,Defensive Index
Chico,BRA,Forward,Mirassol,34,1991,11,1,278,35,67,43,75
Chidozie Awaziem,NGA,Defender,Colorado Rapids,28,1997,20,20,1773,41,51,41,40
Chiedozie Ogbene,IRL,Forward,Sheffield Utd,28,3994,9,8,647,30,54,67,59
Chiheb Labidi,TUN,Midfielder,Nacional,24,2001,8,8,560,48,30,38,59
Chiquinho,POR,Forward,Alverca,25,2000,4,4,330,33,44,48,64
Chris Applewhite,USA,Defender,Nashville SC,18,2007,5,2,190,37,61,38,45
Chris Brady,USA,Goalkeeper,Chicago Fire,21,2004,28,28,2465,52,59,53,69
Chris Durkin,USA,Midfielder,St. Louis,25,2000,18,14,1104,45,65,46,62
Chris Mepham,WAL,Defender,West Brom,27,1997,9,9,810,37,43,49,64
Chris Nadje,FRA,Midfielder,Excelsior,24,2001,5,1,169,38,68,75,43
Chris Ramos,ESP,Forward,Botafogo (RJ),28,1997,8,5,481,79,21,31,67
Chris Rindov,USA,Defender,LA Galaxy,24,2001,6,6,514,35,38,15,37
Christiaan Ravych,BEL,Defender,Cercle Brugge,23,2002,12,12,1035,44,42,45,66
Christian,BRA,Forward,Cruzeiro,24,2000,23,22,1788,53,39,37,53
Christian Benteke,BEL,Forward,D.C. United,34,1990,25,23,1877,76,49,29,43
Christian Burgess,ENG,Defender,Union SG,34,1991,10,10,900,49,66,33,48
Christian Cappis,USA,Midfielder,FC Dallas,26,1999,11,9,819,68,69,47,52
Christian Castillo,MEX,Forward,Tijuana,22,2003,1,0,12,25,11,18,30
Christian Comotto,ITA,Midfielder,Spezia,17,2008,5,0,114,51,73,57,67
Christian Gytkjær,DEN,Forward,Bari,35,1990,6,2,205,69,20,21,25
Christian Marques,SUI,Defender,Tondela,22,2003,8,8,720,43,57,32,42
Christian Neiva Afonso,POR,Defender,AVS Futebol,30,1994,8,6,480,39,68,69,66
Christian Oliva,URU,Midfielder,Nacional,29,1996,6,6,506,67,48,40,51
Christian Ordoñez,ARG,Midfielder,Vélez Sarsfield,21,4008,19,18,1523,42,42,71,69
Christian Ortiz,ARG,Midfielder,Sport Recife,33,1992,6,0,178,53,71,72,56
Christian Pierobon,ITA,Forward,Juve Stabia,23,2002,7,3,343,27,31,35,61
Christian Ramirez,USA,Forward,LA Galaxy,34,1991,25,10,917,67,52,19,38
Christian Rivera,COL,Midfielder,Sport Recife,29,1996,25,24,2051,35,45,37,62
Christian Walton,ENG,Goalkeeper,Ipswich Town,29,1995,2,1,157,49,42,44,39
Christofer Gonzáles,PER,Forward,Sporting Cristal,33,1992,5,5,400,33,54,44,64
Christoph Klarer,AUT,Defender,Birmingham City,25,2000,12,12,1080,37,49,50,49
Christopher Cupps,USA,Defender,Chicago Fire,17,2008,4,3,285,35,17,12,30
Christopher Donovan,USA,Forward,Philadelphia Union,25,2000,20,6,545,35,41,61,62
Christopher McVey,SWE,Defender,San Diego FC,28,1997,32,32,2853,66,55,59,52
Christopher Scott,GER,Forward,Antwerp,23,2002,4,2,161,37,68,72,45
Christos Tzolis,GRE,Forward,Club Brugge,23,2002,12,11,1035,73,90,83,46
Chrystian Barletta,BRA,Forward,Sport Recife,24,2001,28,16,1373,59,61,78,44
Chuba Akpom,ENG,Forward,Ipswich Town,30,1995,8,3,335,32,37,58,51
Chukwubuikem Ikwuemesi,NGA,Forward,OH Leuven,24,2001,7,4,320,39,42,43,32
Ciaron Brown,NIR,Defender,Oxford United,27,1998,3,3,270,35,18,13,64
Cipriano,BRA,Defender,Juventude,22,2002,3,3,189,35,15,11,44
Cisse Sandra,BEL,Forward,Club Brugge,21,2003,6,4,307,30,45,42,63
Claudinho,BRA,Defender,Vitória,25,2000,15,9,901,46,79,82,41
Claudio Aquino,ARG,Forward,Colo-Colo,34,1991,6,6,513,32,65,70,26
Claudio Baeza,CHI,Midfielder,Vélez Sarsfield,31,3986,25,21,1814,34,40,40,73
Claudio Bravo,ARG,Midfielder,Arg Juniors,28,3994,10,4,424,51,70,73,66
Claudio Corvalán,ARG,Defender,Unión,36,1989,14,12,1005,38,67,53,56
Claudio Gomes,FRA,Midfielder,Palermo,25,2000,8,2,325,75,51,53,39
Claudio Manzi,ITA,Defender,Avellino,25,2000,3,2,177,35,21,31,22
Claudio Spinelli,ARG,Forward,Independiente,28,1997,6,5,417,78,22,29,51
Claudio Valverde,ARG,Midfielder,Godoy Cruz,23,2002,3,2,127,33,44,50,60
Clayson,BRA,Forward,Mirassol,30,1995,6,3,256,37,73,91,41
Clayton,BRA,Defender,Internacional,25,4000,11,7,712,46,29,43,50
Clayton,BRA,Forward,Rio Ave,26,1999,9,8,706,77,48,32,42
Clebinho,BRA,Midfielder,Tondela,28,1997,4,3,205,44,26,23,62
Cleiton,BRA,Defender,Flamengo,22,2003,2,0,79,35,20,12,74
Cleiton Schwengber,BRA,Goalkeeper,RB Bragantino,28,1997,25,25,2250,49,50,53,47
Clever Ferreira,PAR,Defender,Atlé Tucumán,22,2003,10,10,899,74,42,44,71
Clint Leemans,NED,Forward,NAC Breda,30,1995,9,0,126,34,68,21,66
Cody Baker,USA,Midfielder,Seattle Sounders,21,2004,3,1,117,33,19,26,63
Cody Drameh,ENG,Forward,Hull City,23,2001,9,8,663,31,45,28,72
Colby Bishop,ENG,Forward,Portsmouth,28,1996,12,12,1064,43,24,20,44
Cole Bassett,USA,Forward,Colorado Rapids,24,2001,28,25,2196,51,78,57,50
Cole Mrowka,USA,Midfielder,Columbus Crew,19,2006,2,0,28,54,85,60,13
Colin Coosemans,BEL,Goalkeeper,Anderlecht,33,1992,12,12,1080,49,54,55,49
Colin Guske,USA,Forward,Orlando City,18,2007,5,0,16,31,31,50,35
Conner Antley,USA,Midfielder,D.C. United,30,1995,20,17,1343,61,37,57,60
Connor Ogilvie,ENG,Defender,Portsmouth,29,1996,12,12,1018,44,57,69,49
Connor Ronan,IRL,Midfielder,Colorado Rapids,27,1998,24,10,1019,46,80,63,36
Conor Chaplin,ENG,Forward,Portsmouth,28,3994,11,8,681,29,50,40,49
Conor Coady,ENG,Defender,Wrexham,32,1993,5,5,441,37,46,14,32
Conor Coventry,IRL,Midfielder,Charlton Ath,25,2000,12,11,1014,42,60,42,46
Conor Shaughnessy,IRL,Defender,Portsmouth,29,1996,6,6,501,35,33,49,41
Conrad Harder,DEN,Forward,Sporting CP,20,2005,4,0,62,86,35,48,38
Conrad Wallem,NOR,Midfielder,St. Louis,25,2000,32,28,2419,66,72,79,53
Cooper Sanchez,USA,Midfielder,Atlanta Utd,17,2008,2,1,101,38,67,66,49
Corey Baird,USA,Forward,San Diego FC,29,3992,23,6,685,33,53,47,53
Corey Blackett-Taylor,ENG,Midfielder,Derby County,28,1997,2,1,99,38,55,83,35
Cosimo Patierno,ITA,Forward,Avellino,34,1991,1,1,71,25,11,7,28
Costantino Favasuli,ITA,Defender,Catanzaro,21,2004,9,8,668,46,46,84,59
Couhaib Driouech,MAR,Forward,PSV Eindhoven,23,2002,7,1,185,43,71,70,48
Craig Forsyth,SCO,Defender,Derby County,36,1989,7,7,623,39,59,72,65
Cristhian Paredes,PAR,Midfielder,Portland Timbers,27,1998,29,8,1016,70,58,56,58
Cristhian Solano,ECU,Forward,Barcelona,26,1999,3,2,154,44,21,56,67
Cristian Arango,COL,Forward,SJ Earthquakes,30,1995,30,30,2551,78,72,61,55
Cristian Borja,COL,Defender,América,32,1993,14,13,1199,49,83,79,37
Cristian Buonaiuto,ITA,Forward,Padova,32,1992,7,2,227,72,55,44,58
Cristian Calderón,MEX,Defender,Necaxa,28,1997,11,10,828,77,58,62,47
Cristian Castro,COL,Defender,AVS Futebol,24,2001,8,8,675,37,38,37,34
Cristian Cauz,ITA,Defender,Modena,29,1996,2,1,84,40,68,41,63
Cristian Espinoza,ARG,Forward,SJ Earthquakes,30,1995,31,30,2688,52,92,77,57
Cristian Ferreira,ARG,Forward,Arg Juniors,26,1999,3,0,47,29,44,30,16
Cristian Inda,MEX,Midfielder,Guadalajara,18,2007,1,0,7,83,15,9,13
Cristian Jaime,ARG,Midfielder,River Plate,19,2006,1,0,30,39,41,78,30
Cristian Makate,EQG,Forward,Union SG,23,2002,2,0,48,46,20,42,16
Cristian Medina,ARG,Forward,Estudiantes–LP,23,4004,32,26,2122,32,58,65,61
Cristian Olivera,URU,Forward,Grêmio,23,2002,20,15,1254,56,43,71,62
Cristian Pavón,ARG,Forward,Grêmio,29,1996,20,11,1017,35,68,64,72
Cristian Paz,ARG,Defender,Deportivo Riestra,30,1995,29,29,2610,60,26,23,58
Cristian Renato,BRA,Forward,Mirassol,25,2000,25,9,1128,68,34,30,45
Cristian Roldan,USA,Midfielder,Seattle Sounders,30,1995,31,30,2632,66,77,68,66
Cristian Shpendi,ALB,Forward,Cesena,22,2003,9,8,622,72,45,57,42
Cristian Tarragona,ARG,Forward,Unión,34,5973,28,15,1322,61,45,35,55
Cristian Vega,ARG,Forward,Cen. Córdoba–SdE,32,1993,2,1,121,27,51,7,77
Cristian Zabala,ARG,Midfielder,Independiente,27,1998,5,1,123,37,38,69,47
Cristiano Bani,ITA,Defender,Mantova,26,1999,7,7,587,40,81,52,41
Cristián Cañozales,COL,Forward,Carabobo,26,1999,6,5,457,28,44,61,56
Cristián Dajome,COL,Forward,Santos,31,1994,14,8,748,69,43,61,71
Cristián Zapata,COL,Defender,CA Bucaramanga,39,1986,1,0,14,35,16,11,12
Cristián Zavala,CHI,Forward,Colo-Colo,26,1999,3,0,70,45,69,44,20
Cuiabano,BRA,Midfielder,Botafogo (RJ),22,4006,25,14,1360,82,68,74,62
Cyle Larin,CAN,Forward,Feyenoord,30,1995,4,0,68,45,89,29,67
Cássio,BRA,Goalkeeper,Cruzeiro,38,1987,27,27,2366,49,48,44,38
Cédric Kipré,CIV,Defender,Ipswich Town,28,1996,4,4,360,80,45,42,45
Cédric Soares,POR,Forward,São Paulo,34,3982,30,26,2186,31,65,39,61
Cédric Teguia,ESP,Forward,Moreirense,24,2001,8,6,457,27,31,53,48
Célio Pompeu,BRA,Forward,St. Louis,25,1999,28,16,1478,50,72,84,62
César Araujo,URU,Midfielder,Orlando City,24,2001,22,20,1798,66,60,49,48
César Huerta,MEX,Forward,Anderlecht,24,2000,7,6,383,66,74,78,71
César Ibáñez,ARG,Defender,Huracán,26,1999,25,25,2136,68,63,71,71
César Inga,PER,Defender,Universitario,23,2002,8,8,679,51,52,72,58
César Olmedo,PAR,Midfielder,Olimpia,22,2003,2,1,74,33,18,65,32
César Pérez,CHI,Midfielder,Defensa y Just,22,2002,20,19,1463,73,54,70,58
D.J. Taylor,USA,Defender,Minnesota Utd,28,1997,7,1,202,39,57,53,37
Daam Foulon,BEL,Forward,Antwerp,26,1999,11,11,830,29,68,35,56
Daan Dierckx,BEL,Defender,Standard Liège,22,2003,8,8,676,44,37,38,47
Daan Heymans,BEL,Midfielder,Genk,26,1999,4,1,122,84,59,48,48
Daan Rots,NED,Forward,Twente,24,2001,10,7,566,54,76,56,63
Dael Fry,ENG,Defender,Middlesbrough,28,1997,9,8,729,70,32,12,41
Dagoberto Espinoza,MEX,Midfielder,América,21,2004,7,7,507,71,51,82,57
Dagur Dan Þórhallsson,ISL,Midfielder,Orlando City,25,2000,31,11,1116,74,49,76,46
Dailon Livramento,CPV,Forward,Casa Pia,24,2001,5,3,240,31,25,50,38
Dairon Asprilla,COL,Forward,Nacional,33,1992,6,2,236,32,21,61,64
Dajaune Brown,JAM,Forward,Derby County,20,2005,1,0,2,25,25,37,33
Dalangunypole Gomis,FRA,Defender,Cercle Brugge,21,2004,1,1,69,40,77,60,34
Dalbert Henrique,BRA,Forward,Sport Recife,32,1993,5,0,110,29,55,62,68
Damian van der Haar,NED,Defender,Zwolle,21,2004,2,0,16,35,27,22,28
Damiano Basili,ITA,Midfielder,Reggiana,21,2004,1,0,4,39,44,44,13
Damion Downs,USA,Forward,Southampton,21,2004,6,1,196,27,22,25,24
Damir Kreilach,CRO,Forward,Vancouver W'caps,36,1989,4,0,23,65,31,59,32
Damián Batallini,ARG,Forward,Instituto,29,1996,12,10,717,59,40,51,74
Damián Bobadilla,PAR,Midfielder,São Paulo,24,4002,32,21,2033,74,70,54,56
Damián Díaz,ECU,Forward,Banfield,39,1986,4,2,186,27,61,60,57
Damián Fernández,ARG,Defender,Vélez Sarsfield,24,6003,30,25,2337,41,35,23,63
Damián Martínez,ARG,Defender,Atlé Tucumán,35,1990,24,20,1669,44,75,63,51
Damián Puebla,ARG,Forward,Instituto,23,2002,24,14,1220,46,42,42,59
Damián Pérez,ARG,Defender,Defensa y Just,36,1988,3,2,225,37,33,68,41
Damián Suárez,URU,Defender,Peñarol,37,1988,2,1,91,35,32,51,47
Damon Mirani,NED,Defender,Heracles Almelo,29,1996,10,10,886,70,33,46,44
Dan Scarr,ENG,Defender,Wrexham,30,1994,4,0,76,35,14,11,18
Dani de Wit,NED,Forward,Utrecht,27,1998,4,2,174,80,33,42,71
Daniel,BRA,Goalkeeper,SJ Earthquakes,31,1994,29,29,2495,49,43,44,68
Daniel Aguirre,USA,Midfielder,Guadalajara,26,1999,8,4,374,76,82,81,42
Daniel Arcila,COL,Forward,León,23,2002,7,1,199,77,71,80,26
Daniel Armando Ríos,MEX,Forward,Vancouver W'caps,30,1995,31,16,1416,53,48,32,46
Daniel Azevedo,POR,Goalkeeper,Casa Pia,27,1998,3,2,218,49,46,44,52
Daniel Barrea,ARG,Forward,Godoy Cruz,24,2001,18,5,686,54,49,54,65
Daniel Bielica,POL,Goalkeeper,NAC Breda,26,1999,9,9,810,49,51,54,50
Daniel Borges,BRA,Defender,Mirassol,32,1993,14,7,769,85,79,58,37
Daniel Edelman,USA,Midfielder,NY Red Bulls,22,2003,26,25,2018,61,53,47,55
Daniel Figueira,POR,Goalkeeper,Gil Vicente FC,27,1998,1,0,31,49,41,44,37
Daniel Fila,CZE,Forward,Venezia,23,2002,7,1,232,72,17,31,31
Daniel Fuzato,BRA,Goalkeeper,Vasco da Gama,28,1997,2,1,92,49,43,44,51
Daniel Giraldo,COL,Midfielder,Juventude,33,1992,14,7,678,34,29,34,51
Daniel Guillén,MEX,Defender,Atlético,24,2001,2,0,27,35,22,30,58
Daniel Gutiérrez,CHI,Midfielder,Colo-Colo,22,2003,3,1,104,33,13,60,78
Daniel Herrera,ARG,Defender,San Lorenzo,21,2004,19,13,1278,36,46,39,62
Daniel Iversen,DEN,Goalkeeper,Preston,28,1997,12,12,1080,52,85,44,48
Daniel Jebbison,CAN,Forward,Preston,22,2003,9,5,432,69,41,24,55
Daniel Kelly,SCO,Forward,Millwall,20,2005,3,0,38,29,67,33,30
Daniel Lovitz,USA,Defender,Nashville SC,34,1991,31,30,2721,68,79,73,55
Daniel Munie,USA,Defender,SJ Earthquakes,25,2000,24,22,1991,72,51,44,60
Daniel Musovski,USA,Forward,Seattle Sounders,29,1995,31,16,1562,80,34,30,57
Daniel Pereira,VEN,Midfielder,Austin,25,2000,27,23,2071,62,78,70,33
Daniel Rivas,PAR,Defender,AVS Futebol,23,4002,9,4,415,52,63,65,51
Daniel Rosero,COL,Defender,Sporting KC,32,1993,5,2,180,49,23,36,59
Daniel Saggiomo,VEN,Midfielder,Dep Táchira,27,1998,5,5,380,45,63,69,42
Daniel Steres,USA,Defender,Houston Dynamo,34,1990,8,3,398,37,39,47,28
Daniel Tonoli,ITA,Defender,Modena,23,2002,9,9,727,83,46,64,66
Daniel Zabala,ARG,Defender,Huracán,22,2003,2,2,101,35,24,45,39
Daniel de la Cruz,ECU,Defender,LDU de Quito,21,2004,6,4,336,50,44,86,59
Daniele Baselli,ITA,Midfielder,Padova,33,1992,2,2,157,48,43,15,74
Daniele Casiraghi,ITA,Midfielder,Südtirol,32,1993,4,3,256,80,86,78,22
Danielzinho,BRA,Midfielder,Mirassol,30,1994,29,29,2586,44,74,56,54
Danilo,BRA,Forward,Botafogo (RJ),24,4002,9,6,539,47,57,47,59
Danilo,BRA,Defender,Flamengo,34,3982,17,11,1100,70,55,59,46
Danilo Arboleda,COL,Defender,Banfield,30,1995,1,1,90,35,35,63,55
Danilo Barbosa,BRA,Midfielder,Botafogo (RJ),29,3992,6,1,154,46,20,27,50
Danilo Quaranta,ITA,Defender,Reggiana,28,1997,2,2,171,38,68,48,28
Danley Jean-Jacques,HAI,Midfielder,Philadelphia Union,25,2000,31,26,2358,71,60,59,52
Danny Bakker,NED,Defender,Telstar,30,1995,6,5,480,48,85,78,45
Danny Batth,ENG,Defender,Derby County,35,1990,4,3,240,35,17,21,33
Danny Ings,ENG,Forward,Sheffield Utd,33,1992,6,1,161,29,16,26,47
Danny Leyva,USA,Forward,Seattle Sounders,22,2003,16,6,705,33,86,46,58
Danny Ward,WAL,Goalkeeper,Wrexham,32,1993,4,4,359,49,51,44,47
Dante Sealy,TRI,Forward,CF Montréal,22,2003,30,28,2421,67,65,70,60
Dante Vanzeir,BEL,Forward,Gent,27,1998,4,1,135,28,41,49,22
Dany Mota,POR,Forward,Monza,27,1998,5,5,371,73,47,42,28
Daouda Amadou,CMR,Midfielder,Colorado Rapids,23,2002,1,0,11,33,33,28,47
Daouda Weidmann,CIV,Midfielder,Twente,22,2003,4,2,155,38,64,86,71
Dara O'Shea,IRL,Defender,Ipswich Town,26,1999,11,11,990,74,50,43,34
Dardo Miloc,ARG,Midfielder,Barracas Central,35,1990,27,27,2192,38,24,19,62
Dario Špikić,CRO,Forward,Rio Ave,26,1999,8,6,430,67,43,65,62
Dario Župarić,BIH,Defender,Portland Timbers,33,1992,19,17,1568,41,38,31,49
Darko Gyabi,ENG,Forward,Hull City,21,2004,7,1,178,27,42,36,42
Darko Nejašmić,CRO,Midfielder,NEC Nijmegen,26,1999,6,3,339,33,43,43,66
Darlington Nagbe,USA,Midfielder,Columbus Crew,35,1990,30,30,2595,39,40,40,28
Darnell Furlong,ENG,Defender,West Brom,29,3990,9,9,809,38,71,57,56
Darragh Lenihan,IRL,Defender,Middlesbrough,31,1994,2,1,91,35,23,16,36
Darren Yapi,USA,Forward,Colorado Rapids,20,2004,29,17,1430,74,40,41,61
Daryl Dike,USA,Forward,West Brom,25,2000,2,0,14,25,11,15,31
Darío Aimar,ECU,Defender,LDU de Quito,30,1995,2,1,105,35,16,11,24
Darío Benedetto,ARG,Forward,Newell's OB,35,3980,11,6,553,42,37,38,39
Darío Fuentes,ESP,Forward,La Louvière,22,2003,5,2,187,25,38,34,81
Darío Sarmiento,ARG,Midfielder,Tigre,22,2003,2,0,18,33,13,37,16
Dave Kwakman,NED,Midfielder,AZ Alkmaar,21,2004,2,0,61,37,41,25,75
Dave Van Den Berg,NED,Forward,Utrecht,25,2000,4,2,141,70,48,38,54
Davi Goes,BRA,Midfielder,Juventude,20,2005,2,1,64,33,19,20,61
Davi Gomes,BRA,Forward,RB Bragantino,20,2005,4,0,145,80,40,62,19
Davi Schuindt,BRA,Defender,Fluminense,21,2004,2,2,180,49,16,12,55
David,BRA,Forward,Vasco da Gama,30,1995,17,4,594,65,68,66,54
David Akpan Ankeye,NGA,Forward,Virtus Entella,23,2002,6,1,122,43,21,45,54
David Ayala,ARG,Midfielder,Portland Timbers,23,2002,33,32,2624,62,56,50,69
David Barbona,ARG,Forward,Defensa y Just,30,1995,19,3,550,44,81,79,40
David Bingham,USA,Goalkeeper,Charlotte,36,1989,2,2,180,49,42,44,39
David Brekalo,SVN,Defender,Orlando City,26,1998,29,27,2402,67,67,64,48
David Costa,POR,Forward,Portland Timbers,24,2001,32,28,2514,55,89,80,29
David Duarte,BRA,Defender,Bahia,30,3990,26,25,2328,66,46,42,41
David Hrnčár,SVK,Forward,Dender,27,1997,9,3,341,35,55,46,64
David Loiola,BRA,Defender,Botafogo (RJ),22,4004,18,16,1417,63,44,38,35
David Luiz,BRA,Defender,Fortaleza,38,3974,11,8,714,42,30,30,56
David Martínez,VEN,Forward,LAFC,19,2006,29,13,1171,67,76,82,56
David Min,NED,Forward,Utrecht,26,1999,9,7,627,67,40,37,43
David Ochoa,USA,Goalkeeper,LAFC,24,2001,1,1,90,49,43,44,51
David Ospina,COL,Goalkeeper,Nacional,37,1988,7,7,660,49,45,44,43
David Ozoh,ENG,Midfielder,Derby County,20,2005,10,6,572,67,35,60,60
David Romney,USA,Defender,SJ Earthquakes,32,1993,33,29,2673,42,56,49,39
David Ruíz,HON,Forward,Inter Miami,21,2004,4,2,129,25,30,43,69
David Schnegg,AUT,Midfielder,D.C. United,27,1998,32,31,2698,43,63,70,72
David Simão,POR,Midfielder,Arouca,35,1990,8,5,469,42,65,48,63
David Sotelo,ARG,Forward,Newell's OB,22,2003,17,7,766,33,56,28,76
David Sousa,BRA,Defender,Casa Pia,24,2001,5,5,450,80,38,50,45
David Terans,URU,Forward,Peñarol,31,1994,3,1,137,72,43,42,72
David Toshevski,MKD,Forward,Dender,24,2001,2,1,97,80,11,7,60
David Vazquez,USA,Midfielder,Philadelphia Union,19,4012,5,2,197,36,47,65,46
David Voute,NED,Defender,Zwolle,19,2005,3,0,94,35,19,33,60
David Vélez Cedeño,ECU,Forward,Universitario,30,1995,8,3,291,34,68,76,80
David Wieser,ITA,Midfielder,Mantova,23,2002,6,3,298,37,68,78,36
David Zalazar,ARG,Midfielder,Cen. Córdoba–SdE,23,4004,11,2,250,38,71,85,58
David van der Werff,NED,Forward,Groningen,21,2004,10,7,543,71,72,42,64
Davide Adorni,ITA,Defender,Modena,33,1992,8,8,720,35,33,27,45
Davide Bariti,ITA,Midfielder,Virtus Entella,34,1991,7,2,195,50,74,51,32
Davide Bettella,ITA,Defender,Catanzaro,25,2000,8,7,564,36,42,36,54
Davide Bragantini,ITA,Forward,Mantova,22,2003,8,6,511,36,84,80,52
Davide Buglio,ITA,Midfielder,Catanzaro,27,1998,1,0,45,33,18,10,18
Davide Giannini,0,Defender,Pescara,0,0,2,0,17,35,29,21,13
Davide Mancini,ITA,Defender,Südtirol,20,2005,1,1,45,35,14,11,52
Davide Merola,ITA,Forward,Pescara,25,2000,8,2,262,63,44,52,45
Davide Veroli,ITA,Defender,Palermo,22,2003,2,1,105,35,60,20,29
Davis Mensah,GHA,Forward,Mantova,34,1991,6,1,195,35,35,46,53
Davis Opoku,BEL,Defender,OH Leuven,17,2007,3,0,103,40,33,91,60
Davy Gui,CIV,Midfielder,Alverca,19,2006,8,1,239,80,23,64,73
Davy Klaassen,NED,Midfielder,Ajax,32,1993,10,6,567,77,55,30,57
Davy Roef,BEL,Goalkeeper,Gent,31,1994,12,12,1080,49,49,44,71
Dawid Bugaj,POL,Defender,CF Montréal,21,2004,23,19,1726,40,61,59,40
Dayne St. Clair,CAN,Goalkeeper,Minnesota Utd,28,1997,30,30,2700,49,67,52,52
DeAndre Yedlin,USA,Defender,FC Cincinnati,32,3986,34,29,2601,64,74,71,45
DeJuan Jones,USA,Defender,Columbus Crew,28,3994,20,16,1404,69,89,89,37
Dean James,IDN,Defender,Go Ahead Eag,25,2000,10,9,730,45,73,77,28
Deandre Kerr,CAN,Forward,Toronto FC,22,2002,20,8,879,65,21,29,56
Deivid Washington,BRA,Forward,Santos,20,2005,17,5,557,51,39,28,53
Dejan Joveljić,SRB,Forward,Sporting KC,26,1999,32,31,2763,78,45,36,46
Delano Burgzorg,SUR,Forward,Middlesbrough,26,1998,9,4,375,64,66,77,46
Demarai Gray,JAM,Forward,Birmingham City,29,1996,12,10,900,48,64,67,61
Demba Thiam,SEN,Goalkeeper,Monza,27,1998,9,9,810,49,59,54,43
Denis Bouanga,GAB,Forward,LAFC,30,1994,31,29,2654,87,78,89,41
Deniz Gül,TUR,Forward,Porto,21,2004,5,0,105,82,62,29,30
Dennis Eckert,GER,Midfielder,Standard Liège,28,1997,9,7,548,74,36,62,44
Dennis Gjengaar,NOR,Forward,NY Red Bulls,21,2004,21,8,763,62,56,55,52
Dennis Hadzikadunic,BIH,Defender,Sampdoria,27,1998,6,5,458,45,28,22,66
Dennis Man,ROU,Forward,PSV Eindhoven,27,1998,6,5,338,62,86,75,71
Dennis Praet,BEL,Midfielder,Antwerp,31,1994,7,7,586,41,54,53,48
Denso Kasius,NED,Defender,AZ Alkmaar,23,2002,10,10,880,85,75,88,22
Denzell García,MEX,Midfielder,FC Juárez,22,2003,15,15,1247,62,54,48,67
Derek Dodson,USA,Midfielder,D.C. United,26,1998,14,5,577,43,64,57,64
Derek Mazou-Sacko,FRA,Midfielder,Millwall,21,2004,6,5,450,35,32,45,49
Derensili Fernandes,NED,Forward,Excelsior,24,2001,10,8,663,60,54,85,57
Derik Lacerda,BRA,Forward,Sport Recife,26,1999,15,15,1270,73,29,43,53
Derlis González,PAR,Forward,Olimpia,31,1994,4,2,216,75,63,64,41
Derlis Rodríguez,PAR,Forward,Cerro Porteño,28,1997,2,0,36,30,45,58,78
Deron Payne,TRI,Defender,Volendam,23,2002,7,5,425,37,41,62,55
Derrick Etienne,HAI,Forward,Toronto FC,28,1996,25,10,987,32,49,61,46
Derrick Jones,USA,Midfielder,Columbus Crew,28,1997,3,0,5,33,20,38,16
Derrick Williams,IRL,Defender,Atlanta Utd,32,1993,17,15,1320,70,55,34,54
Derry Murkin,ENG,Forward,Utrecht,26,1999,7,2,173,81,78,45,26
Desmond Acquah,BEL,Midfielder,Dender,23,2002,1,0,19,33,30,38,13
Deveron Fonville,NED,Defender,NEC Nijmegen,22,2003,5,1,149,38,52,61,37
Devid Bouah,ITA,Defender,Carrarese,24,2001,7,2,208,54,58,69,70
Devin Padelford,USA,Defender,Minnesota Utd,22,4006,14,10,853,45,62,74,49
Devon Koswal,NED,Defender,Telstar,22,2003,9,7,658,38,46,41,37
Deybi Flores,HON,Midfielder,Toronto FC,29,1996,19,16,1360,67,44,28,69
Deyverson,BRA,Forward,Fortaleza,34,3982,28,16,1365,64,36,29,60
Dhirar Brik,TUN,Midfielder,Südtirol,18,2007,3,0,18,33,13,32,31
Diadie Samassékou,MLI,Midfielder,Houston Dynamo,29,1996,1,0,1,33,13,9,13
Diber Cambindo,COL,Forward,Necaxa,29,1996,11,10,834,73,35,49,41
Diego Barbosa,MEX,Midfielder,Toluca,29,1996,12,7,719,37,54,63,59
Diego Barrera,ARG,Forward,Cen. Córdoba–SdE,21,4008,24,3,750,69,55,76,65
Diego Campillo,MEX,Midfielder,Guadalajara,24,2001,15,13,1144,62,44,55,50
Diego Chará,COL,Midfielder,Portland Timbers,39,1986,27,10,1195,34,55,41,71
Diego Churín,ARG,Forward,Universitario,35,1989,6,2,199,31,28,20,41
Diego Chávez,ARG,Midfielder,CA Bucaramanga,28,1997,6,1,194,37,53,42,55
Diego De Buen,MEX,Midfielder,Necaxa,34,1991,12,11,983,70,57,22,55
Diego Duarte,PAR,Forward,AVS Futebol,23,2002,7,2,276,68,19,22,53
Diego Díaz,ARG,Forward,Unión,23,2002,12,0,181,75,52,60,56
Diego Enriquez,PER,Goalkeeper,Sporting Cristal,23,2002,6,6,540,49,45,44,45
Diego Fagúndez,URU,Forward,LA Galaxy,30,1995,32,29,2464,53,83,50,45
Diego García,USA,Midfielder,FC Dallas,19,2006,2,0,12,33,13,27,19
Diego García,URU,Forward,Peñarol,28,1996,6,1,199,34,64,62,73
Diego González,PAR,Midfielder,Atlas,22,2003,15,15,1236,83,64,68,29
Diego González,ARG,Midfielder,San Martín de San Juan,37,1988,15,13,1018,71,56,38,56
Diego Gómez,MEX,Forward,Necaxa,22,2003,2,0,5,25,22,6,57
Diego Herazo,COL,Forward,San Lorenzo,29,3992,10,2,319,65,35,44,28
Diego Lainez,MEX,Forward,UANL,25,2000,14,13,1004,67,90,14,55
Diego León,PAR,Defender,Cerro Porteño,18,2007,1,1,88,35,14,20,72
